None,count,count,count,count,count,count
4372,1494.0,16.0,10.0,1.0,3.0,2126.0
4378,46.0,5.0,2.0,,,133.0
4383,280.0,,,,2.0,453.0
4386,185.0,2.0,4.0,,,254.0
4396,10.0,,,,,18.0
4404,6.0,,,,,7.0
4406,9.0,,,,,8.0
4412,457.0,1.0,1.0,,1.0,1165.0
4419,6.0,,,,,23.0
4425,1.0,,,,,2.0
4435,5.0,,,,,5.0
4437,67.0,,,,,94.0
4440,82.0,,,,,128.0
4441,134.0,,,,,218.0
4444,43.0,,,,,49.0
4448,6.0,3.0,,,,8.0
4460,1.0,,,,,1.0
4465,30.0,,,,,18.0
4470,610.0,3.0,1.0,,1.0,897.0
4480,5.0,,,,,17.0
4488,1204.0,16.0,9.0,,4.0,1831.0
4494,4.0,,,,,6.0
4500,49.0,2.0,,,1.0,87.0
4503,2721.0,87.0,46.0,3.0,20.0,4538.0
4505,274.0,3.0,1.0,,,366.0
4508,22.0,,,,,31.0
4513,1.0,,,,,
4520,2.0,,,,,1.0
4521,36.0,1.0,1.0,,,83.0
4523,21.0,3.0,3.0,,,39.0
4530,4.0,,,,,6.0
4537,4.0,,,,,4.0
4539,1.0,,,,,7.0
4559,7.0,,,,,12.0
4565,97.0,,,,1.0,154.0
4566,216.0,5.0,1.0,,1.0,352.0
4570,530.0,7.0,4.0,,2.0,682.0
4576,55.0,,,,,81.0
4581,634.0,29.0,17.0,3.0,3.0,1054.0
4589,684.0,6.0,3.0,,2.0,1205.0
4590,325.0,7.0,4.0,,1.0,381.0
4595,6332.0,167.0,81.0,15.0,32.0,10083.0
4604,15.0,,,,1.0,31.0
4607,180.0,,,,2.0,399.0
4610,30.0,,,,,22.0
4611,177.0,6.0,6.0,,1.0,271.0
4612,197.0,5.0,3.0,,,280.0
4627,35.0,1.0,1.0,,,66.0
4632,1169.0,11.0,8.0,,6.0,1940.0
4633,107.0,1.0,,,1.0,175.0
4635,129.0,,,,,185.0
4642,16.0,,,,,28.0
4645,2.0,,,,,3.0
4654,1.0,,,,,1.0
4655,4.0,,,,,4.0
4662,401.0,9.0,11.0,,2.0,642.0
4667,850.0,22.0,11.0,,4.0,1406.0
4670,161.0,,,,1.0,233.0
4680,1966.0,46.0,27.0,,13.0,3117.0
4696,5.0,,,,,7.0
4708,207.0,1.0,,,,204.0
4717,4.0,1.0,1.0,,,7.0
4723,5050.0,106.0,46.0,1.0,20.0,8746.0
4724,171.0,,,,4.0,413.0
4732,16600.0,852.0,449.0,117.0,112.0,24675.0
4735,79.0,,,,,108.0
4750,4.0,,,,,6.0
4758,10.0,,,,,18.0
4760,2.0,,,,,1.0
4763,208.0,1.0,1.0,,,287.0
4764,6.0,,,,,4.0
4770,4.0,,,,,6.0
4775,131.0,1.0,5.0,,,233.0
4779,4.0,,,,,8.0
4784,11.0,,,,,12.0
4793,7.0,1.0,,,,11.0
4816,67.0,1.0,1.0,,,94.0
4817,294.0,,,,,477.0
4820,5.0,3.0,,,,46.0
4822,31.0,,,,,65.0
4824,16.0,,,,,30.0
4830,11.0,,,,,24.0
4843,351.0,4.0,4.0,,1.0,491.0
4849,8.0,,,,,9.0
4851,12.0,,,,,16.0
4856,1099.0,15.0,8.0,,6.0,2032.0
4869,2.0,,,,,
4877,352.0,10.0,2.0,1.0,3.0,511.0
4879,2.0,,,,,1.0
4881,12.0,,,,,10.0
4883,8.0,,,,,18.0
4888,565.0,16.0,11.0,,1.0,886.0
4891,16.0,,,,,29.0
4893,1.0,,,,,1.0
4896,12.0,,,,,12.0
4901,108.0,,,,1.0,197.0
4906,5.0,,,,,11.0
4915,32.0,,,,,39.0
4919,5925.0,69.0,29.0,,32.0,9473.0
4923,5.0,,,,,4.0
4924,43.0,,,,,72.0
4929,22.0,,,,,48.0
4933,53.0,,,,,75.0
4936,7.0,,,,,13.0
4948,288.0,,,,3.0,465.0
4954,325.0,4.0,2.0,,2.0,527.0
4957,184.0,11.0,8.0,,2.0,461.0
4962,44.0,,,,,57.0
4963,2.0,,,,,2.0
4969,8.0,1.0,1.0,,,15.0
4970,6.0,,,,,7.0
4975,106.0,3.0,1.0,,,166.0
4976,20.0,1.0,1.0,,,39.0
4979,618.0,7.0,5.0,,1.0,1081.0
4982,1.0,,,,,2.0
4988,33.0,,,,,50.0
4993,2.0,,,,,3.0
4997,6.0,,,,,11.0
4999,1.0,,,,,2.0
5007,8670.0,214.0,86.0,9.0,48.0,14014.0
5018,661.0,9.0,5.0,,6.0,913.0
5022,140.0,11.0,1.0,1.0,1.0,178.0
5024,65.0,1.0,1.0,,,97.0
5025,2.0,,,,,6.0
5041,1137.0,25.0,12.0,1.0,3.0,1898.0
5045,1.0,1.0,1.0,,,14.0
5053,126.0,2.0,,,,186.0
5054,1.0,,,,,1.0
5055,34.0,3.0,1.0,,1.0,77.0
5067,33.0,,1.0,,,58.0
5068,58.0,,,,,69.0
5069,521.0,2.0,2.0,,1.0,853.0
5070,2.0,,,,,3.0
5080,234.0,3.0,1.0,,1.0,540.0
5087,,,,,4.0,769.0
5089,21.0,,,,,34.0
5094,18.0,,,,,54.0
5103,5.0,1.0,,,,4.0
5106,1674.0,35.0,13.0,1.0,10.0,2780.0
5113,10.0,,,,,23.0
5117,11552.0,319.0,203.0,39.0,64.0,18607.0
5118,2.0,,,,,6.0
5127,33.0,,,,,42.0
5135,76.0,,,,3.0,403.0
5140,5104.0,136.0,77.0,7.0,29.0,7838.0
5146,39.0,1.0,,,1.0,106.0
5149,1.0,,,,,
5150,3.0,,,,,2.0
5152,63.0,2.0,1.0,,,85.0
5159,21.0,,,,,35.0
5168,32.0,1.0,,,,56.0
5182,6.0,,,,,4.0
5204,163.0,2.0,2.0,,1.0,245.0
5209,25.0,,,,,53.0
5220,80.0,1.0,1.0,,1.0,167.0
5235,2727.0,65.0,35.0,5.0,16.0,3708.0
5239,2773.0,27.0,13.0,,6.0,4011.0
5243,3.0,,,,,4.0
5250,1.0,,,,,1.0
5256,124.0,3.0,1.0,,,394.0
5257,2.0,,,,,3.0
5277,2.0,,,,,3.0
5279,4.0,,,,,5.0
5281,29.0,,,,,43.0
5297,742.0,13.0,10.0,,6.0,928.0
5304,694.0,27.0,12.0,,3.0,977.0
5305,336.0,8.0,9.0,1.0,4.0,565.0
5306,51.0,,,1.0,,93.0
5317,2.0,,,,,3.0
5325,2924.0,117.0,49.0,22.0,7.0,4438.0
5327,141.0,,,,2.0,239.0
5338,226.0,8.0,10.0,,1.0,322.0
5344,4.0,,,,,6.0
5357,5.0,,,,,9.0
5360,63.0,,,,,100.0
5365,526.0,3.0,2.0,1.0,2.0,903.0
5386,122.0,1.0,1.0,,1.0,183.0
5388,39.0,1.0,,,1.0,27.0
5389,171.0,4.0,3.0,,,327.0
5406,29.0,1.0,2.0,,,57.0
5413,76.0,,,,,135.0
5418,80.0,4.0,3.0,,,131.0
5427,46.0,,,,,79.0
5429,115.0,,1.0,,,174.0
5437,2.0,,,,,2.0
5441,101.0,,,,,133.0
5442,7.0,,,,,10.0
5444,49.0,,,,,65.0
5451,2.0,,,,,5.0
5455,400.0,1.0,1.0,,2.0,643.0
5458,367.0,3.0,2.0,,1.0,536.0
5464,15.0,,,,,76.0
5472,2.0,,,,,3.0
5483,24.0,2.0,2.0,,,42.0
5484,2147.0,25.0,20.0,,6.0,3532.0
5485,817.0,21.0,5.0,,6.0,1281.0
5486,5.0,,,,,7.0
5496,262.0,3.0,1.0,,1.0,369.0
5499,4426.0,148.0,88.0,20.0,38.0,6983.0
5503,23231.0,402.0,238.0,46.0,113.0,35251.0
5505,104212.0,3218.0,1322.0,120.0,634.0,178384.0
5510,3.0,,,,,2.0
5537,1.0,,,,,8.0
5539,10.0,,,,,16.0
5543,9.0,1.0,2.0,,,18.0
5547,1.0,,,,,1.0
5552,25.0,,,,,39.0
5561,41.0,2.0,1.0,,,63.0
5563,22.0,1.0,1.0,,,35.0
5566,4.0,,,,,5.0
5567,,,,,2.0,976.0
5568,6.0,,,,,11.0
5572,7.0,,,,,9.0
5579,30.0,1.0,,,,46.0
5586,98.0,4.0,3.0,,,237.0
5596,25.0,,,,,40.0
5599,269.0,8.0,4.0,,,469.0
5621,979.0,19.0,8.0,2.0,6.0,1467.0
5622,33.0,3.0,2.0,,,72.0
5625,20.0,,,,,30.0
5629,26.0,,,,,28.0
5631,3.0,,,,,4.0
5632,5.0,2.0,1.0,,,10.0
5641,3.0,1.0,,,,9.0
5651,506.0,,,,1.0,858.0
5655,390.0,6.0,1.0,1.0,1.0,657.0
5665,2.0,,,,,4.0
5669,1.0,1.0,,,,
5670,9.0,,,,,6.0
5677,4.0,,,,,6.0
5679,2742.0,56.0,29.0,1.0,17.0,4684.0
5682,5.0,,,,,8.0
5688,130.0,1.0,,,,192.0
5690,29.0,,,,,42.0
5694,18.0,,,,,63.0
5697,29.0,,,,,57.0
5698,3.0,,,,,4.0
5702,49.0,,,,1.0,72.0
5704,1.0,,,,,1.0
5707,7.0,,,,,19.0
5708,7.0,1.0,,1.0,,16.0
5710,93.0,,,,,134.0
5722,89.0,1.0,1.0,,1.0,151.0
5723,15.0,,,,,73.0
5727,173.0,18.0,13.0,,,294.0
5729,5.0,,,1.0,,7.0
5738,1371.0,43.0,22.0,,7.0,2037.0
5757,27521.0,771.0,416.0,66.0,146.0,41875.0
5769,267.0,10.0,4.0,1.0,,467.0
5774,569.0,30.0,31.0,,,839.0
5776,,,,,,12.0
5787,108.0,2.0,,,1.0,188.0
5792,4.0,,,,,11.0
5808,17.0,1.0,1.0,,,25.0
5811,29.0,,,,,19.0
5812,568.0,16.0,8.0,1.0,1.0,1172.0
5819,6.0,,,,,
5823,34.0,,,,,90.0
5825,84212.0,3145.0,1370.0,103.0,420.0,134402.0
5827,1.0,,,,,1.0
5828,23.0,1.0,,,1.0,47.0
5844,15.0,1.0,1.0,,,50.0
5852,95.0,5.0,1.0,,1.0,156.0
5853,26.0,1.0,,,1.0,23.0
5856,2.0,,,,,4.0
5863,1.0,,,,,5.0
5867,464.0,28.0,15.0,,2.0,1026.0
5868,82.0,2.0,2.0,,,110.0
5869,84.0,2.0,1.0,,1.0,144.0
5874,983.0,36.0,21.0,,4.0,1637.0
5875,192.0,9.0,4.0,,,360.0
5880,25.0,,,,,18.0
5888,36693.0,881.0,593.0,53.0,140.0,59112.0
5890,989.0,20.0,16.0,,2.0,1468.0
5896,11.0,,,,,8.0
5901,1.0,,,,,
5904,12.0,,,,,21.0
5916,30632.0,759.0,336.0,30.0,155.0,48792.0
5923,2.0,,,,,3.0
5929,6.0,,,,,9.0
5930,1.0,,,,,1.0
5931,393.0,1.0,1.0,,2.0,626.0
5940,2450.0,44.0,20.0,,18.0,3407.0
5941,20.0,1.0,,,1.0,7.0
5946,2.0,,,,,1.0
5948,791.0,11.0,4.0,,2.0,1162.0
5955,1.0,,,,,2.0
5956,38.0,,,,,45.0
5958,1.0,,,,,1.0
5962,4.0,,,,,
5966,29.0,,,,,90.0
5974,8.0,,,,,18.0
5977,8610.0,224.0,112.0,5.0,49.0,12997.0
5980,198.0,5.0,4.0,,2.0,295.0
5989,116.0,3.0,3.0,,,186.0
5990,1.0,,,,,2.0
5992,10.0,1.0,1.0,,,21.0
5995,882.0,9.0,4.0,,3.0,1335.0
5997,135.0,5.0,1.0,1.0,1.0,255.0
6003,15.0,2.0,,,,22.0
6004,38.0,1.0,,,,81.0
6020,2.0,,,,,2.0
6030,2.0,,,,,4.0
6031,,,,,,7.0
6033,611.0,7.0,3.0,,2.0,887.0
6037,173.0,,,,1.0,263.0
6042,440.0,9.0,3.0,1.0,1.0,783.0
6043,13.0,,,,,24.0
6073,117.0,2.0,2.0,,,208.0
6083,26.0,1.0,,,,55.0
6084,34.0,,,,,43.0
6088,4.0,,,,,4.0
6089,8.0,,,,,31.0
6096,1.0,,,,,3.0
6098,85.0,2.0,2.0,,,130.0
6111,6.0,,,,,5.0
6114,11.0,,,,,17.0
6117,28.0,,,,,41.0
6133,126.0,,,,,174.0
6139,45.0,2.0,2.0,,,69.0
6140,572.0,4.0,2.0,,1.0,878.0
6154,25.0,,,,,36.0
6156,6584.0,291.0,124.0,38.0,53.0,10204.0
6157,54.0,,,,,80.0
6159,3.0,,,,,5.0
6167,2.0,,,,,4.0
6177,87.0,1.0,,,,149.0
6183,251.0,2.0,,,,371.0
6185,19.0,,,,,18.0
6192,2.0,,,,,5.0
6194,119.0,2.0,3.0,,1.0,220.0
6198,64.0,11.0,3.0,,,121.0
6202,4.0,,,,,4.0
6216,4.0,,,,,3.0
6224,1.0,,,,,
6225,788.0,22.0,17.0,3.0,4.0,1144.0
6229,800.0,7.0,3.0,,4.0,1125.0
6232,69.0,,,,,109.0
6238,2513.0,69.0,24.0,4.0,14.0,4578.0
6241,264.0,2.0,3.0,,1.0,402.0
6245,2.0,,,,,2.0
6250,61.0,,,,1.0,89.0
6258,87.0,1.0,1.0,,1.0,158.0
6260,4.0,,,,,30.0
6263,4.0,,,,,7.0
6265,3.0,,,,,4.0
6276,6.0,,,,,16.0
6279,267.0,3.0,2.0,,4.0,461.0
6286,1.0,,,,,1.0
6303,407.0,,,,2.0,565.0
6305,1.0,,,,,1.0
6307,718.0,17.0,11.0,1.0,3.0,1164.0
6318,40.0,2.0,2.0,,,81.0
6319,1.0,,,,,6.0
6320,33.0,,,,,61.0
6323,1.0,,,,,1.0
6327,2.0,,,,,4.0
6332,12.0,,,,,14.0
6348,8.0,,1.0,,,10.0
6350,16.0,,,,,29.0
6355,9.0,1.0,1.0,,,15.0
6362,9.0,,,,,20.0
6371,,,,,,4.0
6374,38.0,1.0,,,,75.0
6380,2.0,,,,,2.0
6392,30.0,,,,1.0,66.0
6393,115.0,,,,,199.0
6399,324.0,1.0,,,,347.0
6410,150.0,,1.0,,,199.0
6420,3.0,,,,,
6424,22861.0,454.0,239.0,16.0,98.0,38760.0
6441,82.0,,,,,240.0
6443,419.0,9.0,7.0,,2.0,618.0
6446,2.0,,,,,2.0
6454,20.0,,,,,27.0
6456,18.0,,1.0,,,41.0
6457,220.0,9.0,8.0,1.0,1.0,371.0
6461,9.0,,,,,7.0
6464,6.0,,,,,15.0
6468,25055.0,864.0,358.0,90.0,119.0,39982.0
6474,56.0,,,,,67.0
6486,2312.0,82.0,41.0,5.0,19.0,3840.0
6491,,,,,,3.0
6494,83.0,3.0,1.0,,1.0,128.0
6499,119.0,3.0,2.0,,,182.0
6504,19.0,,,,,26.0
6514,6.0,,,,,2.0
6518,2.0,,,,,
6530,9067.0,231.0,115.0,3.0,48.0,14008.0
6533,96189.0,2481.0,1050.0,42.0,518.0,142017.0
6535,1.0,,,,,
6542,108.0,,,,,234.0
6544,4.0,,,,,3.0
6547,59.0,,,,,70.0
6549,879.0,14.0,11.0,1.0,3.0,1223.0
6550,165.0,1.0,1.0,,,440.0
6559,2.0,,,,,2.0
6565,137.0,5.0,2.0,,,238.0
6590,2.0,,,,,5.0
6595,2457.0,58.0,37.0,1.0,9.0,3684.0
6617,536.0,,1.0,,,788.0
6634,,,,,,2.0
6640,,,,,,9.0
6641,24.0,2.0,1.0,,,65.0
6642,15.0,3.0,1.0,,,17.0
6645,3.0,,,,,
6648,2.0,,,,,2.0
6660,1898.0,20.0,23.0,1.0,5.0,2088.0
6668,2.0,,,,,5.0
6669,1.0,,,,,2.0
6672,13.0,,,,,21.0
6675,74.0,,,,,292.0
6679,6.0,,,,,18.0
6684,2.0,,,,,4.0
6685,1.0,,,,,
6687,257.0,21.0,23.0,,1.0,289.0
6694,10147.0,277.0,145.0,21.0,59.0,17763.0
6699,1809.0,57.0,28.0,1.0,8.0,3041.0
6701,65.0,,,,1.0,118.0
6712,9.0,,,,,10.0
6716,1018.0,40.0,28.0,2.0,4.0,1559.0
6730,7.0,,,,,15.0
6738,13.0,2.0,,,,17.0
6743,12.0,,,,,14.0
6745,2.0,,,,1.0,4.0
6750,431.0,12.0,4.0,1.0,1.0,633.0
6754,8702.0,130.0,57.0,,42.0,14147.0
6758,88.0,1.0,1.0,,,141.0
6765,37.0,,1.0,,,54.0
6769,83.0,,,,1.0,122.0
6774,2019.0,106.0,52.0,14.0,20.0,2973.0
6776,4.0,,,,,7.0
6777,628.0,17.0,16.0,,1.0,881.0
6780,193.0,2.0,,,2.0,304.0
6784,6.0,,,,,6.0
6786,477.0,11.0,2.0,,3.0,899.0
6802,430.0,14.0,,,,503.0
6809,8566.0,240.0,95.0,6.0,72.0,15240.0
6812,179.0,1.0,1.0,,,240.0
6815,33.0,,,,,45.0
6819,1092.0,35.0,22.0,2.0,7.0,2065.0
6822,2.0,,,,,3.0
6839,1.0,,,,,2.0
6845,119.0,1.0,,,,128.0
6850,6.0,3.0,,,,13.0
6851,331.0,,,,,604.0
6857,798.0,23.0,5.0,2.0,4.0,1185.0
6866,8572.0,304.0,197.0,47.0,36.0,13588.0
6868,861.0,71.0,27.0,,8.0,2092.0
6879,20.0,,,,,11.0
6887,91.0,3.0,,,1.0,192.0
6888,2.0,1.0,1.0,,,3.0
6894,420.0,,,,2.0,803.0
6896,2.0,,,,,
6897,14.0,,,,,9.0
6900,2.0,,,,1.0,8.0
6919,1.0,,,,,5.0
6922,368.0,9.0,4.0,,1.0,627.0
6926,370.0,1.0,,,,454.0
6927,19.0,,,,,20.0
6931,125.0,,,,1.0,246.0
6933,2.0,,,,,3.0
6939,40.0,1.0,1.0,,,64.0
6950,4.0,,,,,2.0
6953,11.0,,,,,18.0
6956,25.0,2.0,2.0,,1.0,60.0
6957,6.0,,1.0,,,12.0
6971,18.0,2.0,2.0,,,30.0
6972,2.0,,,,,3.0
6978,15.0,,,,,29.0
6980,26.0,,1.0,,,51.0
6985,24.0,,,,,37.0
6992,173.0,2.0,2.0,,,281.0
6996,122.0,7.0,2.0,3.0,,202.0
6997,208.0,6.0,4.0,,,331.0
6998,5041.0,114.0,55.0,4.0,32.0,8298.0
7005,2.0,,,,,
7006,17.0,2.0,,,,18.0
7013,1.0,,,,,2.0
7030,1676.0,36.0,18.0,1.0,11.0,2450.0
7036,1811.0,16.0,6.0,,11.0,2732.0
7039,5.0,,,,,2.0
7044,1.0,,,,,
7047,918.0,22.0,11.0,3.0,2.0,1463.0
7050,364.0,3.0,1.0,,1.0,948.0
7061,,,,,,10.0
7065,5.0,1.0,1.0,,,8.0
7069,300.0,3.0,2.0,,2.0,487.0
7073,3.0,,,,,
7074,99.0,2.0,2.0,,2.0,162.0
7079,25.0,,,,,27.0
7095,835.0,13.0,3.0,1.0,3.0,1177.0
7099,2002.0,48.0,30.0,2.0,12.0,3305.0
7107,2.0,,,,,
7108,16.0,,,,,22.0
7109,168.0,2.0,2.0,,,304.0
7116,8.0,,,,,8.0
7119,29.0,,,,,45.0
7120,33.0,,,,,52.0
7123,4.0,,,,,24.0
7126,12.0,,,,,24.0
7130,12.0,,,,,10.0
7136,15.0,,,1.0,,27.0
7149,71.0,1.0,2.0,,,141.0
7160,1.0,,,,,1.0
7162,2.0,,,,,1.0
7177,44.0,2.0,,1.0,,94.0
7178,27.0,,,,,31.0
7181,4.0,,,,,7.0
7193,10.0,1.0,1.0,,,17.0
7194,12.0,,,,,13.0
7196,19360.0,867.0,447.0,86.0,129.0,29965.0
7197,2.0,,,,,4.0
7198,161.0,1.0,1.0,,1.0,217.0
7199,30698.0,881.0,483.0,64.0,141.0,48326.0
7205,333.0,4.0,3.0,,1.0,575.0
7207,44.0,3.0,1.0,,,85.0
7217,2.0,,,,,4.0
7218,8.0,,,,,13.0
7231,35.0,,,,,44.0
7234,8.0,1.0,1.0,,,9.0
7237,5.0,,,,,5.0
7241,7.0,,,,,16.0
7246,20.0,,,,,31.0
7248,256.0,3.0,1.0,,,328.0
7250,4.0,,,,,3.0
7263,1.0,,,,,1.0
7269,160.0,,,,,306.0
7276,26.0,1.0,2.0,,,33.0
7282,35.0,2.0,,,,123.0
7288,4347.0,83.0,43.0,3.0,13.0,7274.0
7295,14961.0,459.0,251.0,63.0,67.0,23691.0
7296,1.0,,,,,3.0
7301,9.0,1.0,2.0,,,17.0
7303,72.0,2.0,2.0,,,121.0
7304,104.0,2.0,4.0,,,159.0
7308,63.0,,,,,81.0
7310,520.0,7.0,3.0,,4.0,862.0
7321,39.0,4.0,2.0,,,53.0
7322,5.0,,,,,9.0
7325,6.0,,,,,7.0
7327,185.0,2.0,,,1.0,255.0
7338,475.0,1.0,1.0,,1.0,692.0
7345,1558.0,29.0,23.0,3.0,8.0,2244.0
7349,94.0,,,,1.0,124.0
7353,14.0,,,,1.0,27.0
7355,7.0,,,,,16.0
7356,2.0,,,,,2.0
7359,6.0,1.0,1.0,,,12.0
7366,2.0,,,,,6.0
7368,7.0,,,,,11.0
7370,11.0,1.0,,,,21.0
7376,2.0,,,,,2.0
7379,15.0,4.0,1.0,,,63.0
7381,701.0,14.0,8.0,,1.0,1053.0
7385,2.0,,,,,11.0
7390,164.0,,,,1.0,215.0
7397,941.0,26.0,15.0,1.0,4.0,1927.0
7404,2.0,,,,,3.0
7406,11.0,,,,,15.0
7408,2.0,,,,,2.0
7411,5.0,,,,,7.0
7413,19.0,,,,,27.0
7418,28954.0,907.0,426.0,123.0,169.0,46972.0
7420,1240.0,,,,3.0,1972.0
7423,16.0,,,,,34.0
7424,2.0,,,,,7.0
7431,2510.0,67.0,34.0,,11.0,4565.0
7433,1595.0,49.0,26.0,2.0,11.0,2385.0
7434,10160.0,322.0,171.0,44.0,54.0,15309.0
7438,,,,,,2.0
7439,358.0,6.0,1.0,,7.0,623.0
7441,642.0,24.0,9.0,1.0,8.0,1050.0
7447,2992.0,97.0,37.0,5.0,29.0,5313.0
7448,46.0,1.0,1.0,,,82.0
7449,3132.0,80.0,38.0,5.0,14.0,5162.0
7461,2.0,,,,,5.0
7464,2.0,,,,,2.0
7472,2.0,,,,,2.0
7473,436.0,18.0,9.0,3.0,4.0,692.0
7477,28.0,,,,,55.0
7488,3.0,,,,,3.0
7490,335.0,17.0,9.0,1.0,1.0,490.0
7498,10019.0,280.0,144.0,6.0,66.0,17399.0
7499,8.0,,,,,8.0
7502,2436.0,28.0,23.0,,11.0,3490.0
7518,2.0,,,,,4.0
7519,3.0,,,,,2.0
7528,4806.0,117.0,42.0,1.0,30.0,9085.0
7532,2.0,,,,,
7534,9.0,,,,,11.0
7540,15.0,2.0,1.0,,,38.0
7541,22.0,1.0,1.0,,,57.0
7545,1527.0,43.0,18.0,2.0,9.0,2275.0
7548,231.0,1.0,1.0,,1.0,390.0
7553,43.0,,,,,81.0
7556,2.0,1.0,1.0,,,7.0
7565,141.0,3.0,1.0,,4.0,196.0
7576,2.0,,,,,3.0
7577,61.0,,,,,117.0
7580,2.0,,,,,2.0
7583,2.0,,,,,1.0
7593,86.0,,,,1.0,148.0
7602,5.0,1.0,,,,14.0
7604,238.0,13.0,3.0,1.0,5.0,338.0
7614,758.0,12.0,2.0,1.0,1.0,1237.0
7616,11.0,,,,,30.0
7629,1.0,,,,,1.0
7633,,,,,,3.0
7638,76.0,1.0,1.0,,,114.0
7643,7857.0,189.0,102.0,10.0,36.0,11956.0
7646,18.0,,,,,24.0
7649,45.0,2.0,1.0,,1.0,65.0
7656,387.0,5.0,2.0,,4.0,663.0
7657,153.0,2.0,1.0,,,218.0
7662,66.0,,,,,74.0
7666,218.0,,,,1.0,317.0
7670,1.0,1.0,1.0,,,11.0
7677,84.0,,1.0,,1.0,98.0
7679,28.0,,2.0,,1.0,56.0
7680,68.0,,,,,90.0
7684,12.0,,,,,21.0
7686,5.0,,,,,9.0
7693,22.0,1.0,1.0,,,47.0
7708,38.0,1.0,2.0,,,66.0
7718,892.0,13.0,3.0,3.0,4.0,1583.0
7725,75.0,3.0,3.0,,,131.0
7727,6.0,,,,,6.0
7728,449.0,10.0,8.0,,2.0,611.0
7732,188.0,,,,1.0,281.0
7746,15700.0,346.0,127.0,9.0,102.0,28507.0
7747,12.0,,,,,24.0
7755,3.0,,,,,5.0
7760,145.0,7.0,,,,203.0
7762,669.0,,,,2.0,997.0
7772,4.0,,,,,4.0
7780,2.0,,,,,2.0
7783,131.0,4.0,3.0,,,279.0
7788,1568.0,34.0,10.0,2.0,13.0,2408.0
7794,297.0,2.0,4.0,,1.0,473.0
7798,113.0,,,,,105.0
7808,4.0,,,,,6.0
7818,655.0,14.0,9.0,,3.0,1050.0
7832,3163.0,58.0,30.0,5.0,24.0,5062.0
7833,2.0,,,,,4.0
7836,470.0,13.0,6.0,,2.0,880.0
7838,3354.0,86.0,44.0,11.0,14.0,5105.0
7847,1.0,,,,,2.0
7848,53.0,,,,,97.0
7856,9.0,,,,,17.0
7857,261.0,2.0,,,1.0,528.0
7862,25.0,1.0,1.0,,,41.0
7864,2.0,,,,,4.0
7877,1033.0,41.0,22.0,5.0,6.0,1599.0
7879,32.0,1.0,1.0,1.0,,69.0
7881,15531.0,485.0,253.0,13.0,97.0,26435.0
7884,6.0,,,,,7.0
7888,596.0,4.0,1.0,,2.0,1086.0
7895,262.0,19.0,8.0,,1.0,460.0
7897,1.0,,,,,2.0
7903,6.0,1.0,,,,6.0
7913,306.0,16.0,,,,352.0
7918,22.0,,,,,30.0
7920,158.0,1.0,,,,227.0
7925,87.0,1.0,1.0,,1.0,116.0
7931,4.0,,,,,11.0
7937,35.0,,,,1.0,41.0
7940,1.0,,,,,
7950,489.0,,,,7.0,699.0
7962,135.0,,,,,193.0
7968,496.0,2.0,,,3.0,805.0
7969,26.0,,,,,37.0
7975,2898.0,70.0,40.0,10.0,19.0,4186.0
7977,2.0,,,,,9.0
7985,115.0,3.0,2.0,,1.0,200.0
7988,14.0,1.0,1.0,,,22.0
7990,7.0,,,,,11.0
7998,86.0,1.0,,,,101.0
8002,104.0,1.0,1.0,,,165.0
8028,1.0,1.0,,,,1.0
8030,1.0,,,,,2.0
8031,110.0,3.0,2.0,,,174.0
8034,6.0,,,1.0,,
8040,4.0,,,,,13.0
8043,23.0,,,,1.0,84.0
8052,1200.0,,,,8.0,1782.0
8062,3136.0,87.0,34.0,4.0,24.0,4923.0
8065,146.0,2.0,,1.0,1.0,236.0
8066,,,,1.0,,
8082,141.0,2.0,,,,187.0
8086,2.0,,,,,
8088,9.0,,,,,16.0
8093,28.0,,,,,48.0
8100,41.0,2.0,2.0,,,114.0
8110,1.0,,,,,2.0
8114,2.0,,,,,
8119,479.0,46.0,26.0,1.0,4.0,870.0
8127,37.0,1.0,,,,66.0
8129,141.0,2.0,,,1.0,205.0
8138,1881.0,43.0,62.0,1.0,16.0,3375.0
8155,446.0,9.0,3.0,1.0,2.0,707.0
8156,2365.0,32.0,16.0,,8.0,3735.0
8158,6.0,,,,,8.0
8165,30.0,,,,1.0,55.0
8177,67.0,2.0,2.0,,1.0,88.0
8189,1.0,,,,,1.0
8190,18.0,,,,,35.0
8210,3772.0,217.0,133.0,6.0,19.0,6285.0
8218,3445.0,65.0,46.0,9.0,9.0,5262.0
8221,169.0,2.0,1.0,,3.0,410.0
8222,518.0,15.0,5.0,,2.0,797.0
8233,156.0,4.0,4.0,,1.0,549.0
8235,21.0,1.0,,,,48.0
8241,670.0,17.0,8.0,,5.0,1093.0
8244,1672.0,37.0,21.0,3.0,3.0,2404.0
8261,171.0,3.0,1.0,,1.0,250.0
8264,11.0,,,,,16.0
8265,101.0,4.0,2.0,,,172.0
8272,1231.0,14.0,5.0,,4.0,1983.0
8275,297.0,12.0,9.0,1.0,6.0,506.0
8289,16.0,,,,,29.0
8290,2.0,,,,,3.0
8299,56.0,,,,1.0,45.0
8300,9.0,,,,,7.0
8304,447.0,6.0,9.0,,3.0,833.0
8314,1.0,,,,,3.0
8316,1153.0,,2.0,,4.0,1428.0
8326,2.0,,,,,7.0
8330,109.0,4.0,3.0,,2.0,214.0
8334,193.0,3.0,1.0,,2.0,302.0
